clean_review,sentiment
튀소 고구마 부추 개인 만두 보문산 메아리 아침 커피 페스츄리 느낌 명란 바게뜨 짭쪼름 곡물 호밀빵 재미 주차 시간 무료 대전역 도보 거리 정도 대전역 주요 팔음,"[['환영/호의', 0.5360292792320251], ['감동/감탄', 0.6539582014083862], ['기대감', 0.6802265048027039], ['뿌듯함', 0.57051682472229], ['편안/쾌적', 0.400521844625473], ['신기함/관심', 0.5417837500572205], ['즐거움/신남', 0.9541639685630798], ['행복', 0.6880497336387634], ['기쁨', 0.8724259734153748]]"
재료 성심 생각 튀김 보루 유명 개인 천연 효모 노아레즌 추천 첨부 사진 건포도 호두 식감 뺑드깜빠뉴 첨부 사진 커팅 보문산 메아리 브레드 미스터,"[['환영/호의', 0.6899352073669434], ['기대감', 0.7901437878608704], ['신기함/관심', 0.6361973285675049], ['없음', 0.7784109711647034], ['즐거움/신남', 0.5780577063560486], ['기쁨', 0.4085816442966461], ['안심/신뢰', 0.4795393645763397]]"
타지 소문 대전 대표 메뉴 튀김소보로 튀소구마 튀김소보로 고구마 소문 대로 튀김소보로 튀김 앙금 추천 다음 부추,"[['환영/호의', 0.582290768623352], ['기대감', 0.8143138885498047], ['신기함/관심', 0.695130467414856], ['없음', 0.8089495897293091], ['즐거움/신남', 0.7444931864738464]]"
대전 시민,"[['없음', 0.8486775159835815]]"
대전 자랑 성심당 방문 평일 사람 성심당 잠봉뵈르 명란 바게트 대전,"[['신기함/관심', 0.47295552492141724], ['없음', 0.9084423780441284], ['즐거움/신남', 0.436693400144577]]"
대전 유명 성심당 빵집 유명 종류 어마 무시,"[['환영/호의', 0.5593370199203491], ['감동/감탄', 0.8963148593902588], ['기대감', 0.7694528698921204], ['신기함/관심', 0.9265074729919434], ['즐거움/신남', 0.7997625470161438], ['놀람', 0.7174001336097717], ['기쁨', 0.4822339415550232]]"
대전 유명 가격,"[['환영/호의', 0.6134509444236755], ['감동/감탄', 0.4491223394870758], ['기대감', 0.5871221423149109], ['신기함/관심', 0.7064563632011414], ['없음', 0.7481958270072937], ['즐거움/신남', 0.44123268127441406], ['안심/신뢰', 0.4651147127151489]]"
사람 메모 디저트 카페,"[['기대감', 0.4304240345954895], ['없음', 0.7956563234329224], ['즐거움/신남', 0.404532253742218]]"
종류 가격 금발,"[['기대감', 0.6943607330322266], ['신기함/관심', 0.46851906180381775], ['없음', 0.8300514817237854]]"
웨이팅 평일 계산,"[['짜증', 0.5480567216873169], ['어이없음', 0.441201776266098], ['없음', 0.5582753419876099], ['귀찮음', 0.47319042682647705], ['힘듦/지침', 0.4767095148563385], ['당황/난처', 0.5911523699760437]]"
사람 벅적벅 나름 체계 예전 포장 이번 명란 바게트,"[['불평/불만', 0.48082292079925537], ['환영/호의', 0.4575275182723999], ['감동/감탄', 0.4039406180381775], ['기대감', 0.5312260985374451], ['뿌듯함', 0.48355546593666077], ['없음', 0.49752065539360046], ['깨달음', 0.46987012028694153], ['안심/신뢰', 0.7265338897705078]]"
요즘 보장 유명 이유,"[['환영/호의', 0.5548020601272583], ['감동/감탄', 0.5382430553436279], ['기대감', 0.600907564163208], ['신기함/관심', 0.7097428441047668], ['없음', 0.6889136433601379], ['즐거움/신남', 0.41001859307289124], ['깨달음', 0.42736294865608215], ['안심/신뢰', 0.43708714842796326]]"
오전 사람 최고,"[['환영/호의', 0.8264450430870056], ['감동/감탄', 0.9508081674575806], ['고마움', 0.6615594029426575], ['존경', 0.5381004810333252], ['뿌듯함', 0.6072922945022583], ['신기함/관심', 0.40676435828208923], ['아껴주는', 0.6855717301368713], ['즐거움/신남', 0.8757624626159668], ['흐뭇함(귀여움/예쁨)', 0.6534498929977417], ['행복', 0.8848269581794739], ['기쁨', 0.9285817742347717], ['안심/신뢰', 0.5298459529876709]]"
사람 가성비 이해,"[['우쭐댐/무시함', 0.596420407295227], ['안타까움/실망', 0.53203946352005], ['한심함', 0.5773053765296936], ['어이없음', 0.4686793088912964], ['없음', 0.7681151032447815], ['깨달음', 0.4821785092353821]]"
성심당 진리 바가지,"[['환영/호의', 0.4455285668373108], ['기대감', 0.47318145632743835], ['없음', 0.8026856184005737], ['안심/신뢰', 0.4801417291164398]]"
대전 명물 성심당 소보루빵 처음 평일 점심 시간대 사람 유명 스팟이라 순례,"[['환영/호의', 0.6203299760818481], ['감동/감탄', 0.6696467995643616], ['기대감', 0.8139877915382385], ['신기함/관심', 0.7981047630310059], ['없음', 0.472522497177124], ['즐거움/신남', 0.8788973689079285], ['행복', 0.47130507230758667], ['기쁨', 0.6722835898399353]]"
수요미식회 튀김 소보 튀김소보로 계산 부추 대전,"[['없음', 0.8631837368011475], ['즐거움/신남', 0.4888887405395508]]"
대전 최고 명물 시간 사람 튀소 튀소,"[['환영/호의', 0.6842616200447083], ['기대감', 0.7391860485076904], ['신기함/관심', 0.5179912447929382], ['아껴주는', 0.5587635040283203], ['없음', 0.47335222363471985], ['즐거움/신남', 0.9161635637283325], ['흐뭇함(귀여움/예쁨)', 0.4184225797653198], ['행복', 0.5977262258529663], ['기쁨', 0.7233545780181885]]"
만원 사면 주차 시간 무료,"[['기대감', 0.5856478214263916], ['없음', 0.7810119986534119], ['즐거움/신남', 0.4879727065563202], ['안심/신뢰', 0.5047484040260315]]"
대전 성심당 오랜만 튀김소보 행복,"[['환영/호의', 0.6319495439529419], ['기대감', 0.695041298866272], ['신기함/관심', 0.46709325909614563], ['즐거움/신남', 0.9653956890106201], ['행복', 0.8422654867172241], ['기쁨', 0.9367756843566895]]"
대전 명물 성심당 종류 가격 가격 칭찬 위생 관리 재료,"[['환영/호의', 0.8226838111877441], ['감동/감탄', 0.8973119854927063], ['고마움', 0.6965406537055969], ['존경', 0.44505903124809265], ['기대감', 0.7144145369529724], ['뿌듯함', 0.5827223658561707], ['신기함/관심', 0.447696328163147], ['즐거움/신남', 0.5901687741279602], ['행복', 0.4300033152103424], ['기쁨', 0.7563371658325195], ['안심/신뢰', 0.8714393973350525]]"
종류 다양 가격,"[['환영/호의', 0.6179749965667725], ['감동/감탄', 0.49827659130096436], ['기대감', 0.8221093416213989], ['신기함/관심', 0.7315943837165833], ['없음', 0.5113900303840637], ['즐거움/신남', 0.6057756543159485], ['기쁨', 0.47134122252464294], ['안심/신뢰', 0.4694053530693054]]"
성심당 본점 성심당 운영 식당 성심당 가격 식당 음식 가격 대전 미식 지역,"[['어이없음', 0.433391273021698], ['없음', 0.8654166460037231]]"
대체 사람 구경 구경 위생 의심 처음 종류,"[['불평/불만', 0.9093332290649414], ['화남/분노', 0.7177847027778625], ['안타까움/실망', 0.8538398146629333], ['의심/불신', 0.8237120509147644], ['짜증', 0.809373140335083], ['어이없음', 0.8705897927284241], ['당황/난처', 0.8287556171417236], ['경악', 0.59388267993927], ['불안/걱정', 0.564881443977356]]"
식빵 만큼 성심당 지금 맛집 성심당 감성,"[['환영/호의', 0.5225358009338379], ['감동/감탄', 0.5916012525558472], ['기대감', 0.628796398639679], ['뿌듯함', 0.4570852220058441], ['신기함/관심', 0.5452412962913513], ['없음', 0.6503016948699951], ['즐거움/신남', 0.8378607034683228], ['행복', 0.6049769520759583], ['기쁨', 0.6899582147598267]]"
성심당 본점 실속 보문산 메아리 메뉴 커피,"[['기대감', 0.4552806615829468], ['없음', 0.9327723383903503]]"
소보 튀소 샌드위치 등등 가격 실망 브리 치즈 샌드위치 방문,"[['불평/불만', 0.9407896995544434], ['안타까움/실망', 0.9710127115249634], ['짜증', 0.4310251474380493]]"
후회 종류 가격,"[['안타까움/실망', 0.7247273921966553], ['없음', 0.5608327984809875], ['깨달음', 0.42592257261276245]]"
성심당 와중 친절,"[['환영/호의', 0.5474942922592163], ['기대감', 0.4826231300830841], ['없음', 0.7375761270523071], ['기쁨', 0.4203159213066101], ['안심/신뢰', 0.5650362968444824]]"
가격 퀄리티 가격 대비 최고,"[['환영/호의', 0.7759194374084473], ['감동/감탄', 0.9359360933303833], ['고마움', 0.6871126294136047], ['기대감', 0.6413467526435852], ['뿌듯함', 0.6018926501274109], ['편안/쾌적', 0.42100363969802856], ['즐거움/신남', 0.8135204315185547], ['행복', 0.6296951770782471], ['기쁨', 0.9093813300132751], ['안심/신뢰', 0.8424098491668701]]"
대전 성심당 처음 주말 사람 차례 직원 친절 냄새,"[['환영/호의', 0.7542115449905396], ['감동/감탄', 0.8430017232894897], ['고마움', 0.8964717388153076], ['뿌듯함', 0.5703019499778748], ['편안/쾌적', 0.42893871665000916], ['아껴주는', 0.4453791677951813], ['즐거움/신남', 0.5299713611602783], ['행복', 0.6566707491874695], ['기쁨', 0.877968430519104], ['안심/신뢰', 0.8803422451019287]]"
성심당 김치 찹쌀 주먹밥 사진 명란 바게트 맥주,"[['신기함/관심', 0.5116974711418152], ['없음', 0.8720221519470215]]"
사람 깜빠뉴 올리브 치아바타 기공 올리브 퐁신한 식감,"[['감동/감탄', 0.5408315062522888], ['기대감', 0.5219122171401978], ['신기함/관심', 0.7354927659034729], ['없음', 0.7528538107872009], ['즐거움/신남', 0.6956917643547058], ['깨달음', 0.40893954038619995], ['기쁨', 0.4126676917076111]]"
대전 명물 성심당 사람 종류 품절 초코튀소 어린이날 기념 망고 거북이,"[['환영/호의', 0.5240156650543213], ['기대감', 0.5721862316131592], ['신기함/관심', 0.535477340221405], ['없음', 0.5509341359138489], ['즐거움/신남', 0.7371397614479065], ['행복', 0.5829045176506042], ['기쁨', 0.6969096660614014]]"
방문 실망 지역 사람 광주 궁전 제과 성심당 음식점 케익,"[['안타까움/실망', 0.4349301755428314], ['없음', 0.8810068368911743]]"
생각 사람,"[['감동/감탄', 0.5432131290435791], ['존경', 0.43778514862060547], ['우쭐댐/무시함', 0.41876593232154846], ['신기함/관심', 0.5005766153335571], ['없음', 0.6447709202766418], ['깨달음', 0.4985683560371399]]"
대전 사람 성심당 가성비 특색 메뉴 메아리 최근 소금,"[['환영/호의', 0.5551786422729492], ['기대감', 0.6612070202827454], ['신기함/관심', 0.5801146626472473], ['없음', 0.8447794914245605]]"
개인 종류 다양 명란 바게트 명란 생각,"[['기대감', 0.589432954788208], ['신기함/관심', 0.41748881340026855], ['없음', 0.8799676299095154], ['깨달음', 0.5928193926811218], ['안심/신뢰', 0.42219892144203186]]"
사람 튀김소보 부추 반반 세트 오랜만 이상 사면 튀김소보로빵,"[['기대감', 0.6205384731292725], ['신기함/관심', 0.4404861629009247], ['없음', 0.8467759490013123], ['즐거움/신남', 0.7877609729766846], ['기쁨', 0.44558820128440857]]"
평생 대전 친구 대전 만족도 백퍼라 보문산 메아리 순수,"[['환영/호의', 0.7697830200195312], ['감동/감탄', 0.8084220290184021], ['고마움', 0.5038672685623169], ['기대감', 0.5820696353912354], ['뿌듯함', 0.6945173740386963], ['편안/쾌적', 0.4568522274494171], ['신기함/관심', 0.4290379285812378], ['아껴주는', 0.5589807033538818], ['즐거움/신남', 0.6857390999794006], ['행복', 0.6775829792022705], ['기쁨', 0.7972308397293091], ['안심/신뢰', 0.8174125552177429]]"
포장 상태 가격 대비 카프레 샌드위치,"[['불평/불만', 0.8024842143058777], ['감동/감탄', 0.41139310598373413], ['안타까움/실망', 0.8167741894721985], ['어이없음', 0.45437777042388916], ['당황/난처', 0.421673446893692]]"
대전 자랑 대전 대들보 성심당 유명 거품 가격 선물,"[['환영/호의', 0.6780059337615967], ['감동/감탄', 0.7637820243835449], ['기대감', 0.5948502421379089], ['뿌듯함', 0.5636246800422668], ['신기함/관심', 0.49093589186668396], ['아껴주는', 0.442587286233902], ['없음', 0.43759870529174805], ['즐거움/신남', 0.7472755312919617], ['행복', 0.5709104537963867], ['기쁨', 0.6814004182815552], ['안심/신뢰', 0.48557671904563904]]"
여름 대기 우산 비치 관리 가격 급진,"[['기대감', 0.8017092943191528], ['신기함/관심', 0.4341309368610382], ['없음', 0.820670485496521], ['안심/신뢰', 0.42770951986312866]]"
대전 성심당 본점 사람 가격대 다양 생각,"[['기대감', 0.4684203267097473], ['신기함/관심', 0.5360155701637268], ['없음', 0.861327588558197]]"
사람 고민 튀김소보로,"[['기대감', 0.5052118897438049], ['신기함/관심', 0.5032222867012024], ['없음', 0.692798376083374], ['즐거움/신남', 0.5947141051292419], ['기쁨', 0.40909501910209656]]"
튀김소보루 고로케 일정 대전 명소,"[['환영/호의', 0.5461321473121643], ['감동/감탄', 0.5453662872314453], ['기대감', 0.7344894409179688], ['신기함/관심', 0.5974557399749756], ['없음', 0.680226743221283], ['즐거움/신남', 0.767689049243927], ['행복', 0.47844594717025757], ['기쁨', 0.5834465026855469]]"
타지 사람 포장 시간 음료 성심당,"[['불평/불만', 0.709038496017456], ['안타까움/실망', 0.48033225536346436], ['짜증', 0.7265448570251465], ['어이없음', 0.6159949898719788], ['없음', 0.5245185494422913], ['당황/난처', 0.401662677526474]]"
대전 명물 성심당 가격 생각,"[['기대감', 0.5073375105857849], ['신기함/관심', 0.5671554803848267], ['없음', 0.8611438274383545], ['즐거움/신남', 0.47846001386642456], ['깨달음', 0.44845691323280334]]"
인원 제한 입장 입구 소독제 배치 코로나 방역 종류,"[['불평/불만', 0.45369184017181396], ['기대감', 0.44336971640586853], ['없음', 0.8160614371299744]]"
대전 유명 웨이팅 주먹밥 명란 바게트 필수,"[['기대감', 0.4810941517353058], ['없음', 0.9309923648834229]]"
대전 성심당 본점 오픈 시간 사람 오픈 시간 샌드위치,"[['없음', 0.8755534291267395]]"
성심당 에이스 튀소 부추 메아리 카카오 순정 찹쌀 주먹밥 주먹밥,"[['없음', 0.9312924146652222]]"
대전 딸기 생각 마싯,"[['기대감', 0.5705954432487488], ['편안/쾌적', 0.4012424051761627], ['없음', 0.4276473820209503], ['즐거움/신남', 0.7874253988265991], ['행복', 0.6417747139930725], ['기쁨', 0.7019925117492676]]"
방문객 회전 뚜껑 가격 지점,"[['없음', 0.912229597568512]]"
종류 대전 이유,"[['없음', 0.8867191672325134]]"
대전 명물 사람 커피,"[['환영/호의', 0.46900826692581177], ['감동/감탄', 0.4081265926361084], ['기대감', 0.48548972606658936], ['신기함/관심', 0.5650208592414856], ['없음', 0.8280011415481567], ['즐거움/신남', 0.46553969383239746], ['기쁨', 0.4104163348674774]]"
회전 사람 테라스 키친 테라스 키친 자체 메뉴,"[['없음', 0.9438540935516357]]"
대전 성심당 오늘 필요 성심당,"[['환영/호의', 0.4739229083061218], ['기대감', 0.7899206876754761], ['없음', 0.7138054966926575], ['즐거움/신남', 0.6533383131027222], ['기쁨', 0.44511282444000244]]"
대전 빵집 성심당 로컬 맛집 정도 가격 웨이팅,"[['우쭐댐/무시함', 0.4126395583152771], ['신기함/관심', 0.4609641432762146], ['어이없음', 0.4859127998352051], ['없음', 0.8033909797668457]]"
유명 사람 명란 바게트 튀김소보루,"[['환영/호의', 0.412411093711853], ['감동/감탄', 0.42877310514450073], ['기대감', 0.4217759668827057], ['신기함/관심', 0.5101053714752197], ['없음', 0.889835000038147], ['즐거움/신남', 0.4094134569168091]]"
고구마 앙금 순수 마들렌 우유 커피,"[['기대감', 0.5180015563964844], ['신기함/관심', 0.4195447564125061], ['없음', 0.8895096778869629], ['즐거움/신남', 0.46079930663108826]]"
